id	name	version	title	discoveryURL	documentationURL	description
cloudshell:v1	cloudshell	v1	Cloud Shell API	https://cloudshell.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/shell/docs/	Allows users to start, configure, and connect to interactive shell sessions running in the cloud.
cloudsupport:v2beta	cloudsupport	v2beta	Google Cloud Support API	https://cloudsupport.googleapis.com/$discovery/rest?version=v2beta	https://cloud.google.com/support/docs/apis	Manages Google Cloud technical support cases for Customer Care support offerings.
cloudsupport:v2	cloudsupport	v2	Google Cloud Support API	https://cloudsupport.googleapis.com/$discovery/rest?version=v2	https://cloud.google.com/support/docs/apis	Manages Google Cloud technical support cases for Customer Care support offerings.
cloudtasks:v2beta2	cloudtasks	v2beta2	Cloud Tasks API	https://cloudtasks.googleapis.com/$discovery/rest?version=v2beta2	https://cloud.google.com/tasks/	Manages the execution of large numbers of distributed requests.
cloudtasks:v2beta3	cloudtasks	v2beta3	Cloud Tasks API	https://cloudtasks.googleapis.com/$discovery/rest?version=v2beta3	https://cloud.google.com/tasks/	Manages the execution of large numbers of distributed requests.
cloudtasks:v2	cloudtasks	v2	Cloud Tasks API	https://cloudtasks.googleapis.com/$discovery/rest?version=v2	https://cloud.google.com/tasks/	Manages the execution of large numbers of distributed requests.
cloudtrace:v2beta1	cloudtrace	v2beta1	Cloud Trace API	https://cloudtrace.googleapis.com/$discovery/rest?version=v2beta1	https://cloud.google.com/trace	Sends application trace data to Cloud Trace for viewing. Trace data is collected for all App Engine applications by default. Trace data from other applications can be provided using this API. This library is used to interact with the Cloud Trace API directly. If you are looking to instrument your application for Cloud Trace, we recommend using OpenTelemetry.
cloudtrace:v1	cloudtrace	v1	Cloud Trace API	https://cloudtrace.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/trace	Sends application trace data to Cloud Trace for viewing. Trace data is collected for all App Engine applications by default. Trace data from other applications can be provided using this API. This library is used to interact with the Cloud Trace API directly. If you are looking to instrument your application for Cloud Trace, we recommend using OpenTelemetry.
cloudtrace:v2	cloudtrace	v2	Cloud Trace API	https://cloudtrace.googleapis.com/$discovery/rest?version=v2	https://cloud.google.com/trace	Sends application trace data to Cloud Trace for viewing. Trace data is collected for all App Engine applications by default. Trace data from other applications can be provided using this API. This library is used to interact with the Cloud Trace API directly. If you are looking to instrument your application for Cloud Trace, we recommend using OpenTelemetry.
composer:v1beta1	composer	v1beta1	Cloud Composer API	https://composer.googleapis.com/$discovery/rest?version=v1beta1	https://cloud.google.com/composer/	Manages Apache Airflow environments on Google Cloud Platform.
composer:v1	composer	v1	Cloud Composer API	https://composer.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/composer/	Manages Apache Airflow environments on Google Cloud Platform.
compute:alpha	compute	alpha	Compute Engine API	https://www.googleapis.com/discovery/v1/apis/compute/alpha/rest	https://developers.google.com/compute/docs/reference/latest/	Creates and runs virtual machines on Google Cloud Platform.
compute:beta	compute	beta	Compute Engine API	https://www.googleapis.com/discovery/v1/apis/compute/beta/rest	https://developers.google.com/compute/docs/reference/latest/	Creates and runs virtual machines on Google Cloud Platform.
compute:v1	compute	v1	Compute Engine API	https://www.googleapis.com/discovery/v1/apis/compute/v1/rest	https://developers.google.com/compute/docs/reference/latest/	Creates and runs virtual machines on Google Cloud Platform.
config:v1	config	v1	Infrastructure Manager API	https://config.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/infrastructure-manager/docs	Creates and manages Google Cloud Platform resources and infrastructure.
connectors:v1	connectors	v1	Connectors API	https://connectors.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/apigee/docs/api-platform/connectors/about-connectors	Enables users to create and manage connections to Google Cloud services and third-party business applications using the Connectors interface.
connectors:v2	connectors	v2	Connectors API	https://connectors.googleapis.com/$discovery/rest?version=v2	https://cloud.google.com/apigee/docs/api-platform/connectors/about-connectors	Enables users to create and manage connections to Google Cloud services and third-party business applications using the Connectors interface.
contactcenteraiplatform:v1alpha1	contactcenteraiplatform	v1alpha1	Contact Center AI Platform API	https://contactcenteraiplatform.googleapis.com/$discovery/rest?version=v1alpha1	https://cloud.google.com/solutions/contact-center-ai-platform	
contactcenterinsights:v1	contactcenterinsights	v1	Contact Center AI Insights API	https://contactcenterinsights.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/contact-center/insights/docs	
container:v1beta1	container	v1beta1	Kubernetes Engine API	https://container.googleapis.com/$discovery/rest?version=v1beta1	https://cloud.google.com/kubernetes-engine/docs/	Builds and manages container-based applications, powered by the open source Kubernetes technology.
container:v1	container	v1	Kubernetes Engine API	https://container.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/kubernetes-engine/docs/	Builds and manages container-based applications, powered by the open source Kubernetes technology.
containeranalysis:v1alpha1	containeranalysis	v1alpha1	Container Analysis API	https://containeranalysis.googleapis.com/$discovery/rest?version=v1alpha1	https://cloud.google.com/container-analysis/api/reference/rest/	This API is a prerequisite for leveraging Artifact Analysis scanning capabilities in both Artifact Registry and with Advanced Vulnerability Insights (runtime scanning) in GKE. In addition, the Container Analysis API is an implementation of the Grafeas API, which enables storing, querying, and retrieval of critical metadata about all of your software artifacts.
containeranalysis:v1beta1	containeranalysis	v1beta1	Container Analysis API	https://containeranalysis.googleapis.com/$discovery/rest?version=v1beta1	https://cloud.google.com/container-analysis/api/reference/rest/	This API is a prerequisite for leveraging Artifact Analysis scanning capabilities in both Artifact Registry and with Advanced Vulnerability Insights (runtime scanning) in GKE. In addition, the Container Analysis API is an implementation of the Grafeas API, which enables storing, querying, and retrieval of critical metadata about all of your software artifacts.
containeranalysis:v1	containeranalysis	v1	Container Analysis API	https://containeranalysis.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/container-analysis/api/reference/rest/	This API is a prerequisite for leveraging Artifact Analysis scanning capabilities in both Artifact Registry and with Advanced Vulnerability Insights (runtime scanning) in GKE. In addition, the Container Analysis API is an implementation of the Grafeas API, which enables storing, querying, and retrieval of critical metadata about all of your software artifacts.
content:v2.1	content	v2.1	Content API for Shopping	https://shoppingcontent.googleapis.com/$discovery/rest?version=v2.1	https://developers.google.com/shopping-content/v2/	Manage your product listings and accounts for Google Shopping
contentwarehouse:v1	contentwarehouse	v1	Document AI Warehouse API	https://contentwarehouse.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/document-warehouse	
css:v1	css	v1	CSS API	https://css.googleapis.com/$discovery/rest?version=v1	https://developers.google.com/comparison-shopping-services/api/overview	Programmatically manage your Comparison Shopping Service (CSS) account data at scale.
customsearch:v1	customsearch	v1	Custom Search API	https://customsearch.googleapis.com/$discovery/rest?version=v1	https://developers.google.com/custom-search/v1/introduction	Searches over a website or collection of websites
datacatalog:v1beta1	datacatalog	v1beta1	Google Cloud Data Catalog API	https://datacatalog.googleapis.com/$discovery/rest?version=v1beta1	https://cloud.google.com/data-catalog/docs/	A fully managed and highly scalable data discovery and metadata management service.
datacatalog:v1	datacatalog	v1	Google Cloud Data Catalog API	https://datacatalog.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/data-catalog/docs/	A fully managed and highly scalable data discovery and metadata management service.
dataflow:v1b3	dataflow	v1b3	Dataflow API	https://dataflow.googleapis.com/$discovery/rest?version=v1b3	https://cloud.google.com/dataflow	Manages Google Cloud Dataflow projects on Google Cloud Platform.
dataform:v1beta1	dataform	v1beta1	Dataform API	https://dataform.googleapis.com/$discovery/rest?version=v1beta1	https://cloud.google.com/dataform/docs	Service to develop, version control, and operationalize SQL pipelines in BigQuery.
datafusion:v1beta1	datafusion	v1beta1	Cloud Data Fusion API	https://datafusion.googleapis.com/$discovery/rest?version=v1beta1	https://cloud.google.com/data-fusion/docs	Cloud Data Fusion is a fully-managed, cloud native, enterprise data integration service for quickly building and managing data pipelines. It provides a graphical interface to increase time efficiency and reduce complexity, and allows business users, developers, and data scientists to easily and reliably build scalable data integration solutions to cleanse, prepare, blend, transfer and transform data without having to wrestle with infrastructure.
datafusion:v1	datafusion	v1	Cloud Data Fusion API	https://datafusion.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/data-fusion/docs	Cloud Data Fusion is a fully-managed, cloud native, enterprise data integration service for quickly building and managing data pipelines. It provides a graphical interface to increase time efficiency and reduce complexity, and allows business users, developers, and data scientists to easily and reliably build scalable data integration solutions to cleanse, prepare, blend, transfer and transform data without having to wrestle with infrastructure.
datalabeling:v1beta1	datalabeling	v1beta1	Data Labeling API	https://datalabeling.googleapis.com/$discovery/rest?version=v1beta1	https://cloud.google.com/data-labeling/docs/	Public API for Google Cloud AI Data Labeling Service.
datalineage:v1	datalineage	v1	Data Lineage API	https://datalineage.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/data-catalog	
datamigration:v1beta1	datamigration	v1beta1	Database Migration API	https://datamigration.googleapis.com/$discovery/rest?version=v1beta1	https://cloud.google.com/database-migration/	Manage Cloud Database Migration Service resources on Google Cloud Platform.
datamigration:v1	datamigration	v1	Database Migration API	https://datamigration.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/database-migration/	Manage Cloud Database Migration Service resources on Google Cloud Platform.
datapipelines:v1	datapipelines	v1	Data pipelines API	https://datapipelines.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/dataflow/docs/guides/data-pipelines	Data Pipelines provides an interface for creating, updating, and managing recurring Data Analytics jobs.
dataplex:v1	dataplex	v1	Cloud Dataplex API	https://dataplex.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/dataplex/docs	Dataplex API is used to manage the lifecycle of data lakes.
dataportability:v1beta	dataportability	v1beta	Data Portability API	https://dataportability.googleapis.com/$discovery/rest?version=v1beta	https://developers.google.com/data-portability	The Data Portability API lets you build applications that request authorization from a user to move a copy of data from Google services into your application. This enables data portability and facilitates switching services.
dataportability:v1	dataportability	v1	Data Portability API	https://dataportability.googleapis.com/$discovery/rest?version=v1	https://developers.google.com/data-portability	The Data Portability API lets you build applications that request authorization from a user to move a copy of data from Google services into your application. This enables data portability and facilitates switching services.
dataproc:v1	dataproc	v1	Cloud Dataproc API	https://dataproc.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/dataproc/	Manages Hadoop-based clusters and jobs on Google Cloud Platform.
datastore:v1beta1	datastore	v1beta1	Cloud Datastore API	https://datastore.googleapis.com/$discovery/rest?version=v1beta1	https://cloud.google.com/datastore/	Accesses the schemaless NoSQL database to provide fully managed, robust, scalable storage for your application.
datastore:v1beta3	datastore	v1beta3	Cloud Datastore API	https://datastore.googleapis.com/$discovery/rest?version=v1beta3	https://cloud.google.com/datastore/	Accesses the schemaless NoSQL database to provide fully managed, robust, scalable storage for your application.
datastore:v1	datastore	v1	Cloud Datastore API	https://datastore.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/datastore/	Accesses the schemaless NoSQL database to provide fully managed, robust, scalable storage for your application.
datastream:v1alpha1	datastream	v1alpha1	Datastream API	https://datastream.googleapis.com/$discovery/rest?version=v1alpha1	https://cloud.google.com/datastream/	
datastream:v1	datastream	v1	Datastream API	https://datastream.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/datastream/	
deploymentmanager:alpha	deploymentmanager	alpha	Cloud Deployment Manager V2 API	https://deploymentmanager.googleapis.com/$discovery/rest?version=alpha	https://cloud.google.com/deployment-manager	The Google Cloud Deployment Manager v2 API provides services for configuring, deploying, and viewing Google Cloud services and APIs via templates which specify deployments of Cloud resources.
deploymentmanager:v2beta	deploymentmanager	v2beta	Cloud Deployment Manager V2 API	https://deploymentmanager.googleapis.com/$discovery/rest?version=v2beta	https://cloud.google.com/deployment-manager	The Google Cloud Deployment Manager v2 API provides services for configuring, deploying, and viewing Google Cloud services and APIs via templates which specify deployments of Cloud resources.
deploymentmanager:v2	deploymentmanager	v2	Cloud Deployment Manager V2 API	https://deploymentmanager.googleapis.com/$discovery/rest?version=v2	https://cloud.google.com/deployment-manager	The Google Cloud Deployment Manager v2 API provides services for configuring, deploying, and viewing Google Cloud services and APIs via templates which specify deployments of Cloud resources.
developerconnect:v1	developerconnect	v1	Developer Connect API	https://developerconnect.googleapis.com/$discovery/rest?version=v1	http://cloud.google.com/developer-connect/docs/overview	Connect third-party source code management to Google
dfareporting:v3.5	dfareporting	v3.5	Campaign Manager 360 API	https://dfareporting.googleapis.com/$discovery/rest?version=v3.5	https://developers.google.com/doubleclick-advertisers/	Build applications to efficiently manage large or complex trafficking, reporting, and attribution workflows for Campaign Manager 360.
dfareporting:v4	dfareporting	v4	Campaign Manager 360 API	https://dfareporting.googleapis.com/$discovery/rest?version=v4	https://developers.google.com/doubleclick-advertisers/	Build applications to efficiently manage large or complex trafficking, reporting, and attribution workflows for Campaign Manager 360.
dialogflow:v2beta1	dialogflow	v2beta1	Dialogflow API	https://dialogflow.googleapis.com/$discovery/rest?version=v2beta1	https://cloud.google.com/dialogflow/	Builds conversational interfaces (for example, chatbots, and voice-powered apps and devices).
dialogflow:v3beta1	dialogflow	v3beta1	Dialogflow API	https://dialogflow.googleapis.com/$discovery/rest?version=v3beta1	https://cloud.google.com/dialogflow/	Builds conversational interfaces (for example, chatbots, and voice-powered apps and devices).
dialogflow:v2	dialogflow	v2	Dialogflow API	https://dialogflow.googleapis.com/$discovery/rest?version=v2	https://cloud.google.com/dialogflow/	Builds conversational interfaces (for example, chatbots, and voice-powered apps and devices).
dialogflow:v3	dialogflow	v3	Dialogflow API	https://dialogflow.googleapis.com/$discovery/rest?version=v3	https://cloud.google.com/dialogflow/	Builds conversational interfaces (for example, chatbots, and voice-powered apps and devices).
digitalassetlinks:v1	digitalassetlinks	v1	Digital Asset Links API	https://digitalassetlinks.googleapis.com/$discovery/rest?version=v1	https://developers.google.com/digital-asset-links/	Discovers relationships between online assets such as websites or mobile apps.
discovery:v1	discovery	v1	API Discovery Service	https://discovery.googleapis.com/$discovery/rest?version=v1	https://developers.google.com/discovery	Google API Discovery Service allows service consumers to list the discovery metadata of all public APIs managed by the API Platform.
discoveryengine:v1alpha	discoveryengine	v1alpha	Discovery Engine API	https://discoveryengine.googleapis.com/$discovery/rest?version=v1alpha	https://cloud.google.com/generative-ai-app-builder/docs/	Discovery Engine API.
discoveryengine:v1beta	discoveryengine	v1beta	Discovery Engine API	https://discoveryengine.googleapis.com/$discovery/rest?version=v1beta	https://cloud.google.com/generative-ai-app-builder/docs/	Discovery Engine API.
discoveryengine:v1	discoveryengine	v1	Discovery Engine API	https://discoveryengine.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/generative-ai-app-builder/docs/	Discovery Engine API.
displayvideo:v2	displayvideo	v2	Display & Video 360 API	https://displayvideo.googleapis.com/$discovery/rest?version=v2	https://developers.google.com/display-video/	Display & Video 360 API allows users to automate complex Display & Video 360 workflows, such as creating insertion orders and setting targeting options for individual line items.
displayvideo:v3	displayvideo	v3	Display & Video 360 API	https://displayvideo.googleapis.com/$discovery/rest?version=v3	https://developers.google.com/display-video/	Display & Video 360 API allows users to automate complex Display & Video 360 workflows, such as creating insertion orders and setting targeting options for individual line items.
dlp:v2	dlp	v2	Sensitive Data Protection (DLP)	https://dlp.googleapis.com/$discovery/rest?version=v2	https://cloud.google.com/sensitive-data-protection/docs/	Discover and protect your sensitive data. A fully managed service designed to help you discover, classify, and protect your valuable data assets with ease.
dns:v1beta2	dns	v1beta2	Cloud DNS API	https://dns.googleapis.com/$discovery/rest?version=v1beta2	https://cloud.google.com/dns/docs	
dns:v1	dns	v1	Cloud DNS API	https://dns.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/dns/docs	
docs:v1	docs	v1	Google Docs API	https://docs.googleapis.com/$discovery/rest?version=v1	https://developers.google.com/docs/	Reads and writes Google Docs documents.
documentai:v1beta3	documentai	v1beta3	Cloud Document AI API	https://documentai.googleapis.com/$discovery/rest?version=v1beta3	https://cloud.google.com/document-ai/docs/	Service to parse structured information from unstructured or semi-structured documents using state-of-the-art Google AI such as natural language, computer vision, translation, and AutoML.
documentai:v1	documentai	v1	Cloud Document AI API	https://documentai.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/document-ai/docs/	Service to parse structured information from unstructured or semi-structured documents using state-of-the-art Google AI such as natural language, computer vision, translation, and AutoML.
domains:v1alpha2	domains	v1alpha2	Cloud Domains API	https://domains.googleapis.com/$discovery/rest?version=v1alpha2	https://cloud.google.com/domains/	Enables management and configuration of domain names.
domains:v1beta1	domains	v1beta1	Cloud Domains API	https://domains.googleapis.com/$discovery/rest?version=v1beta1	https://cloud.google.com/domains/	Enables management and configuration of domain names.
domains:v1	domains	v1	Cloud Domains API	https://domains.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/domains/	Enables management and configuration of domain names.
doubleclickbidmanager:v2	doubleclickbidmanager	v2	DoubleClick Bid Manager API	https://doubleclickbidmanager.googleapis.com/$discovery/rest?version=v2	https://developers.google.com/bid-manager/	DoubleClick Bid Manager API allows users to manage and create campaigns and reports.
doubleclicksearch:v2	doubleclicksearch	v2	Search Ads 360 API	https://doubleclicksearch.googleapis.com/$discovery/rest?version=v2	https://developers.google.com/search-ads	The Search Ads 360 API allows developers to automate uploading conversions and downloading reports from Search Ads 360.
drive:v2	drive	v2	Drive API	https://www.googleapis.com/discovery/v1/apis/drive/v2/rest	https://developers.google.com/drive/	Manages files in Drive including uploading, downloading, searching, detecting changes, and updating sharing permissions.
drive:v3	drive	v3	Drive API	https://www.googleapis.com/discovery/v1/apis/drive/v3/rest	https://developers.google.com/drive/	Manages files in Drive including uploading, downloading, searching, detecting changes, and updating sharing permissions.
driveactivity:v2	driveactivity	v2	Drive Activity API	https://driveactivity.googleapis.com/$discovery/rest?version=v2	https://developers.google.com/drive/activity/	Provides a historical view of activity in Google Drive.
drivelabels:v2beta	drivelabels	v2beta	Drive Labels API	https://drivelabels.googleapis.com/$discovery/rest?version=v2beta	https://developers.google.com/drive/labels	An API for managing Drive Labels
drivelabels:v2	drivelabels	v2	Drive Labels API	https://drivelabels.googleapis.com/$discovery/rest?version=v2	https://developers.google.com/drive/labels	An API for managing Drive Labels
essentialcontacts:v1	essentialcontacts	v1	Essential Contacts API	https://essentialcontacts.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/essentialcontacts/docs/	
eventarc:v1	eventarc	v1	Eventarc API	https://eventarc.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/eventarc	Build event-driven applications on Google Cloud Platform.
factchecktools:v1alpha1	factchecktools	v1alpha1	Fact Check Tools API	https://factchecktools.googleapis.com/$discovery/rest?version=v1alpha1	https://developers.google.com/fact-check/tools/api/	
fcm:v1	fcm	v1	Firebase Cloud Messaging API	https://fcm.googleapis.com/$discovery/rest?version=v1	https://firebase.google.com/docs/cloud-messaging	FCM send API that provides a cross-platform messaging solution to reliably deliver messages at no cost.
fcmdata:v1beta1	fcmdata	v1beta1	Firebase Cloud Messaging Data API	https://fcmdata.googleapis.com/$discovery/rest?version=v1beta1	https://firebase.google.com/docs/cloud-messaging	Provides additional information about Firebase Cloud Messaging (FCM) message sends and deliveries.
file:v1beta1	file	v1beta1	Cloud Filestore API	https://file.googleapis.com/$discovery/rest?version=v1beta1	https://cloud.google.com/filestore/	The Cloud Filestore API is used for creating and managing cloud file servers.
file:v1	file	v1	Cloud Filestore API	https://file.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/filestore/	The Cloud Filestore API is used for creating and managing cloud file servers.
firebase:v1beta1	firebase	v1beta1	Firebase Management API	https://firebase.googleapis.com/$discovery/rest?version=v1beta1	https://firebase.google.com	The Firebase Management API enables programmatic setup and management of Firebase projects, including a project's Firebase resources and Firebase apps.
firebaseappcheck:v1beta	firebaseappcheck	v1beta	Firebase App Check API	https://firebaseappcheck.googleapis.com/$discovery/rest?version=v1beta	https://firebase.google.com/docs/app-check	Firebase App Check works alongside other Firebase services to help protect your backend resources from abuse, such as billing fraud or phishing.
firebaseappcheck:v1	firebaseappcheck	v1	Firebase App Check API	https://firebaseappcheck.googleapis.com/$discovery/rest?version=v1	https://firebase.google.com/docs/app-check	Firebase App Check works alongside other Firebase services to help protect your backend resources from abuse, such as billing fraud or phishing.
firebaseappdistribution:v1alpha	firebaseappdistribution	v1alpha	Firebase App Distribution API	https://firebaseappdistribution.googleapis.com/$discovery/rest?version=v1alpha	https://firebase.google.com/products/app-distribution	
firebaseappdistribution:v1	firebaseappdistribution	v1	Firebase App Distribution API	https://firebaseappdistribution.googleapis.com/$discovery/rest?version=v1	https://firebase.google.com/products/app-distribution	
firebasedatabase:v1beta	firebasedatabase	v1beta	Firebase Realtime Database API	https://firebasedatabase.googleapis.com/$discovery/rest?version=v1beta	https://firebase.google.com/docs/reference/rest/database/database-management/rest/	The Firebase Realtime Database API enables programmatic provisioning and management of Realtime Database instances.
firebasedataconnect:v1beta	firebasedataconnect	v1beta	Firebase Data Connect API	https://firebasedataconnect.googleapis.com/$discovery/rest?version=v1beta	https://firebase.google.com/docs/data-connect	Firebase Data Connect is a relational database service for mobile and web apps that lets you build and scale using a fully-managed PostgreSQL database powered by Cloud SQL. The REST API lets developers manage the connections to their database, change the schema of their database, and query the database.
firebasedynamiclinks:v1	firebasedynamiclinks	v1	Firebase Dynamic Links API	https://firebasedynamiclinks.googleapis.com/$discovery/rest?version=v1	https://firebase.google.com/docs/dynamic-links/	Programmatically creates and manages Firebase Dynamic Links.
firebasehosting:v1beta1	firebasehosting	v1beta1	Firebase Hosting API	https://firebasehosting.googleapis.com/$discovery/rest?version=v1beta1	https://firebase.google.com/docs/hosting/	The Firebase Hosting REST API enables programmatic and customizable management and deployments to your Firebase-hosted sites. Use this REST API to create and manage channels and sites as well as to deploy new or updated hosting configurations and content files.
firebasehosting:v1	firebasehosting	v1	Firebase Hosting API	https://firebasehosting.googleapis.com/$discovery/rest?version=v1	https://firebase.google.com/docs/hosting/	The Firebase Hosting REST API enables programmatic and customizable management and deployments to your Firebase-hosted sites. Use this REST API to create and manage channels and sites as well as to deploy new or updated hosting configurations and content files.
firebaseml:v1beta2	firebaseml	v1beta2	Firebase ML API	https://firebaseml.googleapis.com/$discovery/rest?version=v1beta2	https://firebase.google.com	Access custom machine learning models hosted via Firebase ML.
firebaseml:v2beta	firebaseml	v2beta	Firebase ML API	https://firebaseml.googleapis.com/$discovery/rest?version=v2beta	https://firebase.google.com	Access custom machine learning models hosted via Firebase ML.
firebaseml:v1	firebaseml	v1	Firebase ML API	https://firebaseml.googleapis.com/$discovery/rest?version=v1	https://firebase.google.com	Access custom machine learning models hosted via Firebase ML.
firebaserules:v1	firebaserules	v1	Firebase Rules API	https://firebaserules.googleapis.com/$discovery/rest?version=v1	https://firebase.google.com/docs/storage/security	Creates and manages rules that determine when a Firebase Rules-enabled service should permit a request.
firebasestorage:v1beta	firebasestorage	v1beta	Cloud Storage for Firebase API	https://firebasestorage.googleapis.com/$discovery/rest?version=v1beta	https://firebase.google.com/docs/storage	The Cloud Storage for Firebase API enables programmatic management of Cloud Storage buckets for use in Firebase projects
firestore:v1beta1	firestore	v1beta1	Cloud Firestore API	https://firestore.googleapis.com/$discovery/rest?version=v1beta1	https://cloud.google.com/firestore	Accesses the NoSQL document database built for automatic scaling, high performance, and ease of application development.
firestore:v1beta2	firestore	v1beta2	Cloud Firestore API	https://firestore.googleapis.com/$discovery/rest?version=v1beta2	https://cloud.google.com/firestore	Accesses the NoSQL document database built for automatic scaling, high performance, and ease of application development.
firestore:v1	firestore	v1	Cloud Firestore API	https://firestore.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/firestore	Accesses the NoSQL document database built for automatic scaling, high performance, and ease of application development.
fitness:v1	fitness	v1	Fitness API	https://fitness.googleapis.com/$discovery/rest?version=v1	https://developers.google.com/fit/rest/v1/get-started	The Fitness API for managing users' fitness tracking data.
forms:v1	forms	v1	Google Forms API	https://forms.googleapis.com/$discovery/rest?version=v1	https://developers.google.com/forms/api	Reads and writes Google Forms and responses.
games:v1	games	v1	Google Play Game Services	https://games.googleapis.com/$discovery/rest?version=v1	https://developers.google.com/games/	The Google Play games service allows developers to enhance games with social leaderboards, achievements, game state, sign-in with Google, and more.
gamesConfiguration:v1configuration	gamesConfiguration	v1configuration	Google Play Game Services Publishing API	https://gamesconfiguration.googleapis.com/$discovery/rest?version=v1configuration	https://developers.google.com/games/	The Google Play Game Services Publishing API allows developers to configure their games in Game Services.
gamesManagement:v1management	gamesManagement	v1management	Google Play Game Management	https://gamesmanagement.googleapis.com/$discovery/rest?version=v1management	https://developers.google.com/games/	The Google Play Game Management API allows developers to manage resources from the Google Play Game service.
gkebackup:v1	gkebackup	v1	Backup for GKE API	https://gkebackup.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/kubernetes-engine/docs/add-on/backup-for-gke	Backup for GKE is a managed Kubernetes workload backup and restore service for GKE clusters.
gkehub:v1alpha	gkehub	v1alpha	GKE Hub API	https://gkehub.googleapis.com/$discovery/rest?version=v1alpha	https://cloud.google.com/anthos/multicluster-management/connect/registering-a-cluster	
gkehub:v2alpha	gkehub	v2alpha	GKE Hub API	https://gkehub.googleapis.com/$discovery/rest?version=v2alpha	https://cloud.google.com/anthos/multicluster-management/connect/registering-a-cluster	
gkehub:v1beta	gkehub	v1beta	GKE Hub API	https://gkehub.googleapis.com/$discovery/rest?version=v1beta	https://cloud.google.com/anthos/multicluster-management/connect/registering-a-cluster	
gkehub:v1beta1	gkehub	v1beta1	GKE Hub API	https://gkehub.googleapis.com/$discovery/rest?version=v1beta1	https://cloud.google.com/anthos/multicluster-management/connect/registering-a-cluster	
gkehub:v2beta	gkehub	v2beta	GKE Hub API	https://gkehub.googleapis.com/$discovery/rest?version=v2beta	https://cloud.google.com/anthos/multicluster-management/connect/registering-a-cluster	
gkehub:v1	gkehub	v1	GKE Hub API	https://gkehub.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/anthos/multicluster-management/connect/registering-a-cluster	
gkehub:v2	gkehub	v2	GKE Hub API	https://gkehub.googleapis.com/$discovery/rest?version=v2	https://cloud.google.com/anthos/multicluster-management/connect/registering-a-cluster	
gkeonprem:v1	gkeonprem	v1	GDC Virtual API	https://gkeonprem.googleapis.com/$discovery/rest?version=v1	https://cloud.google.com/anthos/clusters/docs/on-prem/	
gmail:v1	gmail	v1	Gmail API	https://gmail.googleapis.com/$discovery/rest?version=v1	https://developers.google.com/gmail/api/	The Gmail API lets you view and manage Gmail mailbox data like threads, messages, and labels.
gmailpostmastertools:v1beta1	gmailpostmastertools	v1beta1	Gmail Postmaster Tools API	https://gmailpostmastertools.googleapis.com/$discovery/rest?version=v1beta1	https://developers.google.com/gmail/postmaster	The Postmaster Tools API is a RESTful API that provides programmatic access to email traffic metrics (like spam reports, delivery errors etc) otherwise available through the Gmail Postmaster Tools UI currently.
gmailpostmastertools:v1	gmailpostmastertools	v1	Gmail Postmaster Tools API	https://gmailpostmastertools.googleapis.com/$discovery/rest?version=v1	https://developers.google.com/gmail/postmaster	The Postmaster Tools API is a RESTful API that provides programmatic access to email traffic metrics (like spam reports, delivery errors etc) otherwise available through the Gmail Postmaster Tools UI currently.
groupsmigration:v1	groupsmigration	v1	Groups Migration API	https://groupsmigration.googleapis.com/$discovery/rest?version=v1	https://developers.google.com/google-apps/groups-migration/	The Groups Migration API allows domain administrators to archive emails into Google groups.
groupssettings:v1	groupssettings	v1	Groups Settings API	https://groupssettings.googleapis.com/$discovery/rest?version=v1	https://developers.google.com/admin-sdk/groups-settings	The Groups Settings API allows domain administrators to view and manage access levels and advanced settings for a group.
healthcare:v1beta1	healthcare	v1beta1	Cloud Healthcare API	https://healthcare.googleapis.com/$discovery/rest?version=v1beta1	https://cloud.google.com/healthcare	Manage, store, and access healthcare data in Google Cloud Platform.
